,img1,img2,speed
7562,data/frames/train/train_thumb_7563.jpg,data/frames/train/train_thumb_7564.jpg,23.727005
3778,data/frames/train/train_thumb_3779.jpg,data/frames/train/train_thumb_3780.jpg,21.482773
1065,data/frames/train/train_thumb_1066.jpg,data/frames/train/train_thumb_1067.jpg,18.863285
5257,data/frames/train/train_thumb_5258.jpg,data/frames/train/train_thumb_5259.jpg,23.112826
2945,data/frames/train/train_thumb_2946.jpg,data/frames/train/train_thumb_2947.jpg,22.927984
13136,data/frames/train/train_thumb_13137.jpg,data/frames/train/train_thumb_13138.jpg,6.468814
8075,data/frames/train/train_thumb_8076.jpg,data/frames/train/train_thumb_8077.jpg,23.658081
975,data/frames/train/train_thumb_976.jpg,data/frames/train/train_thumb_977.jpg,19.448008
18598,data/frames/train/train_thumb_18599.jpg,data/frames/train/train_thumb_18600.jpg,0.380259
5842,data/frames/train/train_thumb_5843.jpg,data/frames/train/train_thumb_5844.jpg,18.447052
16111,data/frames/train/train_thumb_16112.jpg,data/frames/train/train_thumb_16113.jpg,1.6435
17525,data/frames/train/train_thumb_17526.jpg,data/frames/train/train_thumb_17527.jpg,14.346646
2635,data/frames/train/train_thumb_2636.jpg,data/frames/train/train_thumb_2637.jpg,25.16554
3455,data/frames/train/train_thumb_3456.jpg,data/frames/train/train_thumb_3457.jpg,22.119965
5383,data/frames/train/train_thumb_5384.jpg,data/frames/train/train_thumb_5385.jpg,24.441061
8779,data/frames/train/train_thumb_8780.jpg,data/frames/train/train_thumb_8781.jpg,11.88389
6532,data/frames/train/train_thumb_6533.jpg,data/frames/train/train_thumb_6534.jpg,15.309569
15497,data/frames/train/train_thumb_15498.jpg,data/frames/train/train_thumb_15499.jpg,1.084111
18923,data/frames/train/train_thumb_18924.jpg,data/frames/train/train_thumb_18925.jpg,2.902483
2881,data/frames/train/train_thumb_2882.jpg,data/frames/train/train_thumb_2883.jpg,25.118502
15633,data/frames/train/train_thumb_15634.jpg,data/frames/train/train_thumb_15635.jpg,0.541998
6520,data/frames/train/train_thumb_6521.jpg,data/frames/train/train_thumb_6522.jpg,14.972716
10568,data/frames/train/train_thumb_10569.jpg,data/frames/train/train_thumb_10570.jpg,4.119094
4339,data/frames/train/train_thumb_4340.jpg,data/frames/train/train_thumb_4341.jpg,21.936859
5309,data/frames/train/train_thumb_5310.jpg,data/frames/train/train_thumb_5311.jpg,23.81265
10125,data/frames/train/train_thumb_10126.jpg,data/frames/train/train_thumb_10127.jpg,3.555985
12891,data/frames/train/train_thumb_12892.jpg,data/frames/train/train_thumb_12893.jpg,3.652975
1348,data/frames/train/train_thumb_1349.jpg,data/frames/train/train_thumb_1350.jpg,13.488426
18886,data/frames/train/train_thumb_18887.jpg,data/frames/train/train_thumb_18888.jpg,0.835875
8244,data/frames/train/train_thumb_8245.jpg,data/frames/train/train_thumb_8246.jpg,25.704183
1507,data/frames/train/train_thumb_1508.jpg,data/frames/train/train_thumb_1509.jpg,16.053295
18898,data/frames/train/train_thumb_18899.jpg,data/frames/train/train_thumb_18900.jpg,1.252361
15954,data/frames/train/train_thumb_15955.jpg,data/frames/train/train_thumb_15956.jpg,0.0
9569,data/frames/train/train_thumb_9570.jpg,data/frames/train/train_thumb_9571.jpg,9.263902
16030,data/frames/train/train_thumb_16031.jpg,data/frames/train/train_thumb_16032.jpg,2.284861
7697,data/frames/train/train_thumb_7698.jpg,data/frames/train/train_thumb_7699.jpg,24.1175
10224,data/frames/train/train_thumb_10225.jpg,data/frames/train/train_thumb_10226.jpg,7.462028
16392,data/frames/train/train_thumb_16393.jpg,data/frames/train/train_thumb_16394.jpg,4.801265
683,data/frames/train/train_thumb_684.jpg,data/frames/train/train_thumb_685.jpg,19.221734
1996,data/frames/train/train_thumb_1997.jpg,data/frames/train/train_thumb_1998.jpg,23.459347
7053,data/frames/train/train_thumb_7054.jpg,data/frames/train/train_thumb_7055.jpg,17.887933
15614,data/frames/train/train_thumb_15615.jpg,data/frames/train/train_thumb_15616.jpg,0.481917
318,data/frames/train/train_thumb_319.jpg,data/frames/train/train_thumb_320.jpg,18.215723
16344,data/frames/train/train_thumb_16345.jpg,data/frames/train/train_thumb_16346.jpg,8.323467
9296,data/frames/train/train_thumb_9297.jpg,data/frames/train/train_thumb_9298.jpg,3.602422
11891,data/frames/train/train_thumb_11892.jpg,data/frames/train/train_thumb_11893.jpg,6.956257
7109,data/frames/train/train_thumb_7110.jpg,data/frames/train/train_thumb_7111.jpg,19.018314
4818,data/frames/train/train_thumb_4819.jpg,data/frames/train/train_thumb_4820.jpg,22.562998
10867,data/frames/train/train_thumb_10868.jpg,data/frames/train/train_thumb_10869.jpg,4.151982
14012,data/frames/train/train_thumb_14013.jpg,data/frames/train/train_thumb_14014.jpg,5.740954
10415,data/frames/train/train_thumb_10416.jpg,data/frames/train/train_thumb_10417.jpg,7.50109
15444,data/frames/train/train_thumb_15445.jpg,data/frames/train/train_thumb_15446.jpg,3.198271
6568,data/frames/train/train_thumb_6569.jpg,data/frames/train/train_thumb_6570.jpg,16.38297
12879,data/frames/train/train_thumb_12880.jpg,data/frames/train/train_thumb_12881.jpg,4.192438
3233,data/frames/train/train_thumb_3234.jpg,data/frames/train/train_thumb_3235.jpg,21.599115
3203,data/frames/train/train_thumb_3204.jpg,data/frames/train/train_thumb_3205.jpg,21.67592
765,data/frames/train/train_thumb_766.jpg,data/frames/train/train_thumb_767.jpg,21.844628
3909,data/frames/train/train_thumb_3910.jpg,data/frames/train/train_thumb_3911.jpg,21.282221
11687,data/frames/train/train_thumb_11688.jpg,data/frames/train/train_thumb_11689.jpg,8.216375
311,data/frames/train/train_thumb_312.jpg,data/frames/train/train_thumb_313.jpg,18.593645
17057,data/frames/train/train_thumb_17058.jpg,data/frames/train/train_thumb_17059.jpg,1.327552
8888,data/frames/train/train_thumb_8889.jpg,data/frames/train/train_thumb_8890.jpg,9.849727
10250,data/frames/train/train_thumb_10251.jpg,data/frames/train/train_thumb_10252.jpg,8.077635
10844,data/frames/train/train_thumb_10845.jpg,data/frames/train/train_thumb_10846.jpg,5.169636
17933,data/frames/train/train_thumb_17934.jpg,data/frames/train/train_thumb_17935.jpg,0.925064
15006,data/frames/train/train_thumb_15007.jpg,data/frames/train/train_thumb_15008.jpg,13.945877
1754,data/frames/train/train_thumb_1755.jpg,data/frames/train/train_thumb_1756.jpg,19.276523
8836,data/frames/train/train_thumb_8837.jpg,data/frames/train/train_thumb_8838.jpg,10.205999
10180,data/frames/train/train_thumb_10181.jpg,data/frames/train/train_thumb_10182.jpg,4.173811
13926,data/frames/train/train_thumb_13927.jpg,data/frames/train/train_thumb_13928.jpg,8.536633
1883,data/frames/train/train_thumb_1884.jpg,data/frames/train/train_thumb_1885.jpg,23.744924
625,data/frames/train/train_thumb_626.jpg,data/frames/train/train_thumb_627.jpg,17.403852
1811,data/frames/train/train_thumb_1812.jpg,data/frames/train/train_thumb_1813.jpg,19.957208
8009,data/frames/train/train_thumb_8010.jpg,data/frames/train/train_thumb_8011.jpg,22.719851
9850,data/frames/train/train_thumb_9851.jpg,data/frames/train/train_thumb_9852.jpg,7.165285
18947,data/frames/train/train_thumb_18948.jpg,data/frames/train/train_thumb_18949.jpg,4.584614
8230,data/frames/train/train_thumb_8231.jpg,data/frames/train/train_thumb_8232.jpg,25.845222
19128,data/frames/train/train_thumb_19129.jpg,data/frames/train/train_thumb_19130.jpg,10.704364
1318,data/frames/train/train_thumb_1319.jpg,data/frames/train/train_thumb_1320.jpg,13.68455
1330,data/frames/train/train_thumb_1331.jpg,data/frames/train/train_thumb_1332.jpg,13.513638
14316,data/frames/train/train_thumb_14317.jpg,data/frames/train/train_thumb_14318.jpg,5.234897
5743,data/frames/train/train_thumb_5744.jpg,data/frames/train/train_thumb_5745.jpg,21.880693
1728,data/frames/train/train_thumb_1729.jpg,data/frames/train/train_thumb_1730.jpg,19.17958
10850,data/frames/train/train_thumb_10851.jpg,data/frames/train/train_thumb_10852.jpg,4.852257
4734,data/frames/train/train_thumb_4735.jpg,data/frames/train/train_thumb_4736.jpg,21.705126
13513,data/frames/train/train_thumb_13514.jpg,data/frames/train/train_thumb_13515.jpg,0.0
7103,data/frames/train/train_thumb_7104.jpg,data/frames/train/train_thumb_7105.jpg,18.898333
7638,data/frames/train/train_thumb_7639.jpg,data/frames/train/train_thumb_7640.jpg,24.064689
18386,data/frames/train/train_thumb_18387.jpg,data/frames/train/train_thumb_18388.jpg,11.761171
438,data/frames/train/train_thumb_439.jpg,data/frames/train/train_thumb_440.jpg,15.529362
3722,data/frames/train/train_thumb_3723.jpg,data/frames/train/train_thumb_3724.jpg,22.017679
17982,data/frames/train/train_thumb_17983.jpg,data/frames/train/train_thumb_17984.jpg,0.720394
3894,data/frames/train/train_thumb_3895.jpg,data/frames/train/train_thumb_3896.jpg,21.331431
14702,data/frames/train/train_thumb_14703.jpg,data/frames/train/train_thumb_14704.jpg,0.85131
17840,data/frames/train/train_thumb_17841.jpg,data/frames/train/train_thumb_17842.jpg,2.089185
16862,data/frames/train/train_thumb_16863.jpg,data/frames/train/train_thumb_16864.jpg,2.449975
7040,data/frames/train/train_thumb_7041.jpg,data/frames/train/train_thumb_7042.jpg,17.573164
17038,data/frames/train/train_thumb_17039.jpg,data/frames/train/train_thumb_17040.jpg,1.489212
7751,data/frames/train/train_thumb_7752.jpg,data/frames/train/train_thumb_7753.jpg,24.637689
6430,data/frames/train/train_thumb_6431.jpg,data/frames/train/train_thumb_6432.jpg,14.467501
216,data/frames/train/train_thumb_217.jpg,data/frames/train/train_thumb_218.jpg,23.260696
18735,data/frames/train/train_thumb_18736.jpg,data/frames/train/train_thumb_18737.jpg,0.0
8165,data/frames/train/train_thumb_8166.jpg,data/frames/train/train_thumb_8167.jpg,26.014456
5520,data/frames/train/train_thumb_5521.jpg,data/frames/train/train_thumb_5522.jpg,22.18132
7489,data/frames/train/train_thumb_7490.jpg,data/frames/train/train_thumb_7491.jpg,21.964979
16073,data/frames/train/train_thumb_16074.jpg,data/frames/train/train_thumb_16075.jpg,2.148313
2706,data/frames/train/train_thumb_2707.jpg,data/frames/train/train_thumb_2708.jpg,25.478814
16331,data/frames/train/train_thumb_16332.jpg,data/frames/train/train_thumb_16333.jpg,9.09936
19186,data/frames/train/train_thumb_19187.jpg,data/frames/train/train_thumb_19188.jpg,9.572804
16991,data/frames/train/train_thumb_16992.jpg,data/frames/train/train_thumb_16993.jpg,1.950248
7918,data/frames/train/train_thumb_7919.jpg,data/frames/train/train_thumb_7920.jpg,23.568122
11090,data/frames/train/train_thumb_11091.jpg,data/frames/train/train_thumb_11092.jpg,3.23442
16296,data/frames/train/train_thumb_16297.jpg,data/frames/train/train_thumb_16298.jpg,10.662905
9421,data/frames/train/train_thumb_9422.jpg,data/frames/train/train_thumb_9423.jpg,2.464714
12714,data/frames/train/train_thumb_12715.jpg,data/frames/train/train_thumb_12716.jpg,10.525051
7118,data/frames/train/train_thumb_7119.jpg,data/frames/train/train_thumb_7120.jpg,19.251408
14948,data/frames/train/train_thumb_14949.jpg,data/frames/train/train_thumb_14950.jpg,14.398878
11615,data/frames/train/train_thumb_11616.jpg,data/frames/train/train_thumb_11617.jpg,6.949655
870,data/frames/train/train_thumb_871.jpg,data/frames/train/train_thumb_872.jpg,20.877443
16917,data/frames/train/train_thumb_16918.jpg,data/frames/train/train_thumb_16919.jpg,1.935782
5974,data/frames/train/train_thumb_5975.jpg,data/frames/train/train_thumb_5976.jpg,13.559183
16366,data/frames/train/train_thumb_16367.jpg,data/frames/train/train_thumb_16368.jpg,6.637897
9587,data/frames/train/train_thumb_9588.jpg,data/frames/train/train_thumb_9589.jpg,8.635616
17920,data/frames/train/train_thumb_17921.jpg,data/frames/train/train_thumb_17922.jpg,1.499678
399,data/frames/train/train_thumb_400.jpg,data/frames/train/train_thumb_401.jpg,16.271328
10834,data/frames/train/train_thumb_10835.jpg,data/frames/train/train_thumb_10836.jpg,5.86067
13017,data/frames/train/train_thumb_13018.jpg,data/frames/train/train_thumb_13019.jpg,6.742972
7548,data/frames/train/train_thumb_7549.jpg,data/frames/train/train_thumb_7550.jpg,23.677178
1503,data/frames/train/train_thumb_1504.jpg,data/frames/train/train_thumb_1505.jpg,15.907733
6594,data/frames/train/train_thumb_6595.jpg,data/frames/train/train_thumb_6596.jpg,17.200874
14034,data/frames/train/train_thumb_14035.jpg,data/frames/train/train_thumb_14036.jpg,4.997748
1189,data/frames/train/train_thumb_1190.jpg,data/frames/train/train_thumb_1191.jpg,15.672836
15782,data/frames/train/train_thumb_15783.jpg,data/frames/train/train_thumb_15784.jpg,0.40437
15211,data/frames/train/train_thumb_15212.jpg,data/frames/train/train_thumb_15213.jpg,12.671987
2897,data/frames/train/train_thumb_2898.jpg,data/frames/train/train_thumb_2899.jpg,24.8943
12447,data/frames/train/train_thumb_12448.jpg,data/frames/train/train_thumb_12449.jpg,9.132406
15078,data/frames/train/train_thumb_15079.jpg,data/frames/train/train_thumb_15080.jpg,13.670668
8160,data/frames/train/train_thumb_8161.jpg,data/frames/train/train_thumb_8162.jpg,25.908774
15434,data/frames/train/train_thumb_15435.jpg,data/frames/train/train_thumb_15436.jpg,3.883222
8249,data/frames/train/train_thumb_8250.jpg,data/frames/train/train_thumb_8251.jpg,25.666165
18262,data/frames/train/train_thumb_18263.jpg,data/frames/train/train_thumb_18264.jpg,10.138296
382,data/frames/train/train_thumb_383.jpg,data/frames/train/train_thumb_384.jpg,16.727212
15002,data/frames/train/train_thumb_15003.jpg,data/frames/train/train_thumb_15004.jpg,13.916222
13070,data/frames/train/train_thumb_13071.jpg,data/frames/train/train_thumb_13072.jpg,5.25472
1508,data/frames/train/train_thumb_1509.jpg,data/frames/train/train_thumb_1510.jpg,16.043478
3733,data/frames/train/train_thumb_3734.jpg,data/frames/train/train_thumb_3735.jpg,21.791819
8529,data/frames/train/train_thumb_8530.jpg,data/frames/train/train_thumb_8531.jpg,13.942142
15646,data/frames/train/train_thumb_15647.jpg,data/frames/train/train_thumb_15648.jpg,0.849963
17521,data/frames/train/train_thumb_17522.jpg,data/frames/train/train_thumb_17523.jpg,14.334006
12744,data/frames/train/train_thumb_12745.jpg,data/frames/train/train_thumb_12746.jpg,10.484941
13508,data/frames/train/train_thumb_13509.jpg,data/frames/train/train_thumb_13510.jpg,0.0
17343,data/frames/train/train_thumb_17344.jpg,data/frames/train/train_thumb_17345.jpg,12.909763
11291,data/frames/train/train_thumb_11292.jpg,data/frames/train/train_thumb_11293.jpg,4.313583
2438,data/frames/train/train_thumb_2439.jpg,data/frames/train/train_thumb_2440.jpg,24.445309
12588,data/frames/train/train_thumb_12589.jpg,data/frames/train/train_thumb_12590.jpg,9.979454
16040,data/frames/train/train_thumb_16041.jpg,data/frames/train/train_thumb_16042.jpg,2.070601
13400,data/frames/train/train_thumb_13401.jpg,data/frames/train/train_thumb_13402.jpg,1.569304
13663,data/frames/train/train_thumb_13664.jpg,data/frames/train/train_thumb_13665.jpg,5.862485
16274,data/frames/train/train_thumb_16275.jpg,data/frames/train/train_thumb_16276.jpg,11.547176
10221,data/frames/train/train_thumb_10222.jpg,data/frames/train/train_thumb_10223.jpg,7.376266
10860,data/frames/train/train_thumb_10861.jpg,data/frames/train/train_thumb_10862.jpg,4.370715
2558,data/frames/train/train_thumb_2559.jpg,data/frames/train/train_thumb_2560.jpg,25.323987
12186,data/frames/train/train_thumb_12187.jpg,data/frames/train/train_thumb_12188.jpg,7.415622
11858,data/frames/train/train_thumb_11859.jpg,data/frames/train/train_thumb_11860.jpg,7.607777
8780,data/frames/train/train_thumb_8781.jpg,data/frames/train/train_thumb_8782.jpg,11.870264
17580,data/frames/train/train_thumb_17581.jpg,data/frames/train/train_thumb_17582.jpg,14.553117
4823,data/frames/train/train_thumb_4824.jpg,data/frames/train/train_thumb_4825.jpg,22.575069
13770,data/frames/train/train_thumb_13771.jpg,data/frames/train/train_thumb_13772.jpg,11.027788
3157,data/frames/train/train_thumb_3158.jpg,data/frames/train/train_thumb_3159.jpg,21.902199
5541,data/frames/train/train_thumb_5542.jpg,data/frames/train/train_thumb_5543.jpg,22.168683
417,data/frames/train/train_thumb_418.jpg,data/frames/train/train_thumb_419.jpg,15.720598
7204,data/frames/train/train_thumb_7205.jpg,data/frames/train/train_thumb_7206.jpg,20.993363
9069,data/frames/train/train_thumb_9070.jpg,data/frames/train/train_thumb_9071.jpg,8.328476
14881,data/frames/train/train_thumb_14882.jpg,data/frames/train/train_thumb_14883.jpg,13.692253
4559,data/frames/train/train_thumb_4560.jpg,data/frames/train/train_thumb_4561.jpg,22.024854
5430,data/frames/train/train_thumb_5431.jpg,data/frames/train/train_thumb_5432.jpg,24.333798
4110,data/frames/train/train_thumb_4111.jpg,data/frames/train/train_thumb_4112.jpg,21.179417
12983,data/frames/train/train_thumb_12984.jpg,data/frames/train/train_thumb_12985.jpg,5.868323
18761,data/frames/train/train_thumb_18762.jpg,data/frames/train/train_thumb_18763.jpg,0.0
5169,data/frames/train/train_thumb_5170.jpg,data/frames/train/train_thumb_5171.jpg,22.733081
1632,data/frames/train/train_thumb_1633.jpg,data/frames/train/train_thumb_1634.jpg,17.901552
629,data/frames/train/train_thumb_630.jpg,data/frames/train/train_thumb_631.jpg,17.387772
14425,data/frames/train/train_thumb_14426.jpg,data/frames/train/train_thumb_14427.jpg,3.170426
12385,data/frames/train/train_thumb_12386.jpg,data/frames/train/train_thumb_12387.jpg,9.290005
13825,data/frames/train/train_thumb_13826.jpg,data/frames/train/train_thumb_13827.jpg,10.262181
14833,data/frames/train/train_thumb_14834.jpg,data/frames/train/train_thumb_14835.jpg,9.156506
17436,data/frames/train/train_thumb_17437.jpg,data/frames/train/train_thumb_17438.jpg,14.055272
3071,data/frames/train/train_thumb_3072.jpg,data/frames/train/train_thumb_3073.jpg,22.023825
4365,data/frames/train/train_thumb_4366.jpg,data/frames/train/train_thumb_4367.jpg,21.900021
8704,data/frames/train/train_thumb_8705.jpg,data/frames/train/train_thumb_8706.jpg,11.902601
7968,data/frames/train/train_thumb_7969.jpg,data/frames/train/train_thumb_7970.jpg,22.794018
13340,data/frames/train/train_thumb_13341.jpg,data/frames/train/train_thumb_13342.jpg,3.074411
8991,data/frames/train/train_thumb_8992.jpg,data/frames/train/train_thumb_8993.jpg,9.221255
15395,data/frames/train/train_thumb_15396.jpg,data/frames/train/train_thumb_15397.jpg,7.208649
3601,data/frames/train/train_thumb_3602.jpg,data/frames/train/train_thumb_3603.jpg,21.706948
17958,data/frames/train/train_thumb_17959.jpg,data/frames/train/train_thumb_17960.jpg,0.416919
1291,data/frames/train/train_thumb_1292.jpg,data/frames/train/train_thumb_1293.jpg,14.356191
4455,data/frames/train/train_thumb_4456.jpg,data/frames/train/train_thumb_4457.jpg,21.814892
14651,data/frames/train/train_thumb_14652.jpg,data/frames/train/train_thumb_14653.jpg,0.0
16486,data/frames/train/train_thumb_16487.jpg,data/frames/train/train_thumb_16488.jpg,1.778236
1304,data/frames/train/train_thumb_1305.jpg,data/frames/train/train_thumb_1306.jpg,13.992762
8800,data/frames/train/train_thumb_8801.jpg,data/frames/train/train_thumb_8802.jpg,11.068372
9787,data/frames/train/train_thumb_9788.jpg,data/frames/train/train_thumb_9789.jpg,7.361846
8028,data/frames/train/train_thumb_8029.jpg,data/frames/train/train_thumb_8030.jpg,22.774203
10934,data/frames/train/train_thumb_10935.jpg,data/frames/train/train_thumb_10936.jpg,6.397641
15470,data/frames/train/train_thumb_15471.jpg,data/frames/train/train_thumb_15472.jpg,1.634793
5544,data/frames/train/train_thumb_5545.jpg,data/frames/train/train_thumb_5546.jpg,22.205182
16433,data/frames/train/train_thumb_16434.jpg,data/frames/train/train_thumb_16435.jpg,3.022438
17301,data/frames/train/train_thumb_17302.jpg,data/frames/train/train_thumb_17303.jpg,9.457169
15376,data/frames/train/train_thumb_15377.jpg,data/frames/train/train_thumb_15378.jpg,8.667473
6563,data/frames/train/train_thumb_6564.jpg,data/frames/train/train_thumb_6565.jpg,16.199259
6967,data/frames/train/train_thumb_6968.jpg,data/frames/train/train_thumb_6969.jpg,15.216797
2392,data/frames/train/train_thumb_2393.jpg,data/frames/train/train_thumb_2394.jpg,24.094339
9497,data/frames/train/train_thumb_9498.jpg,data/frames/train/train_thumb_9499.jpg,7.206201
5090,data/frames/train/train_thumb_5091.jpg,data/frames/train/train_thumb_5092.jpg,22.293469
15074,data/frames/train/train_thumb_15075.jpg,data/frames/train/train_thumb_15076.jpg,13.704814
7414,data/frames/train/train_thumb_7415.jpg,data/frames/train/train_thumb_7416.jpg,18.3319
8856,data/frames/train/train_thumb_8857.jpg,data/frames/train/train_thumb_8858.jpg,9.805501
3402,data/frames/train/train_thumb_3403.jpg,data/frames/train/train_thumb_3404.jpg,22.291783
3767,data/frames/train/train_thumb_3768.jpg,data/frames/train/train_thumb_3769.jpg,21.524321
8042,data/frames/train/train_thumb_8043.jpg,data/frames/train/train_thumb_8044.jpg,22.834361
181,data/frames/train/train_thumb_182.jpg,data/frames/train/train_thumb_183.jpg,24.878731
4086,data/frames/train/train_thumb_4087.jpg,data/frames/train/train_thumb_4088.jpg,21.286037
16137,data/frames/train/train_thumb_16138.jpg,data/frames/train/train_thumb_16139.jpg,1.69281
4212,data/frames/train/train_thumb_4213.jpg,data/frames/train/train_thumb_4214.jpg,22.060241
15171,data/frames/train/train_thumb_15172.jpg,data/frames/train/train_thumb_15173.jpg,12.102223
18042,data/frames/train/train_thumb_18043.jpg,data/frames/train/train_thumb_18044.jpg,2.088998
7355,data/frames/train/train_thumb_7356.jpg,data/frames/train/train_thumb_7357.jpg,18.564615
869,data/frames/train/train_thumb_870.jpg,data/frames/train/train_thumb_871.jpg,20.918166
7466,data/frames/train/train_thumb_7467.jpg,data/frames/train/train_thumb_7468.jpg,20.919685
15382,data/frames/train/train_thumb_15383.jpg,data/frames/train/train_thumb_15384.jpg,8.319102
14639,data/frames/train/train_thumb_14640.jpg,data/frames/train/train_thumb_14641.jpg,0.0
3914,data/frames/train/train_thumb_3915.jpg,data/frames/train/train_thumb_3916.jpg,21.289022
11551,data/frames/train/train_thumb_11552.jpg,data/frames/train/train_thumb_11553.jpg,5.12124
14724,data/frames/train/train_thumb_14725.jpg,data/frames/train/train_thumb_14726.jpg,1.453623
12981,data/frames/train/train_thumb_12982.jpg,data/frames/train/train_thumb_12983.jpg,5.739036
19039,data/frames/train/train_thumb_19040.jpg,data/frames/train/train_thumb_19041.jpg,6.897405
12640,data/frames/train/train_thumb_12641.jpg,data/frames/train/train_thumb_12642.jpg,10.473435
4325,data/frames/train/train_thumb_4326.jpg,data/frames/train/train_thumb_4327.jpg,21.952185
939,data/frames/train/train_thumb_940.jpg,data/frames/train/train_thumb_941.jpg,19.707781
15850,data/frames/train/train_thumb_15851.jpg,data/frames/train/train_thumb_15852.jpg,0.606729
18998,data/frames/train/train_thumb_18999.jpg,data/frames/train/train_thumb_19000.jpg,6.518871
2703,data/frames/train/train_thumb_2704.jpg,data/frames/train/train_thumb_2705.jpg,25.440288
7871,data/frames/train/train_thumb_7872.jpg,data/frames/train/train_thumb_7873.jpg,24.046744
18016,data/frames/train/train_thumb_18017.jpg,data/frames/train/train_thumb_18018.jpg,1.861331
11652,data/frames/train/train_thumb_11653.jpg,data/frames/train/train_thumb_11654.jpg,7.6261
10991,data/frames/train/train_thumb_10992.jpg,data/frames/train/train_thumb_10993.jpg,6.620161
14859,data/frames/train/train_thumb_14860.jpg,data/frames/train/train_thumb_14861.jpg,12.787621
7641,data/frames/train/train_thumb_7642.jpg,data/frames/train/train_thumb_7643.jpg,23.990787
16834,data/frames/train/train_thumb_16835.jpg,data/frames/train/train_thumb_16836.jpg,1.795491
7982,data/frames/train/train_thumb_7983.jpg,data/frames/train/train_thumb_7984.jpg,22.727225
14373,data/frames/train/train_thumb_14374.jpg,data/frames/train/train_thumb_14375.jpg,5.685384
10908,data/frames/train/train_thumb_10909.jpg,data/frames/train/train_thumb_10910.jpg,4.181846
9451,data/frames/train/train_thumb_9452.jpg,data/frames/train/train_thumb_9453.jpg,4.690757
7323,data/frames/train/train_thumb_7324.jpg,data/frames/train/train_thumb_7325.jpg,19.10345
8263,data/frames/train/train_thumb_8264.jpg,data/frames/train/train_thumb_8265.jpg,25.465404
16860,data/frames/train/train_thumb_16861.jpg,data/frames/train/train_thumb_16862.jpg,2.422415
125,data/frames/train/train_thumb_126.jpg,data/frames/train/train_thumb_127.jpg,26.059682
7983,data/frames/train/train_thumb_7984.jpg,data/frames/train/train_thumb_7985.jpg,22.722249
13934,data/frames/train/train_thumb_13935.jpg,data/frames/train/train_thumb_13936.jpg,8.267221
17318,data/frames/train/train_thumb_17319.jpg,data/frames/train/train_thumb_17320.jpg,10.931277
16588,data/frames/train/train_thumb_16589.jpg,data/frames/train/train_thumb_16590.jpg,2.681394
18384,data/frames/train/train_thumb_18385.jpg,data/frames/train/train_thumb_18386.jpg,11.727162
5703,data/frames/train/train_thumb_5704.jpg,data/frames/train/train_thumb_5705.jpg,22.864233
4706,data/frames/train/train_thumb_4707.jpg,data/frames/train/train_thumb_4708.jpg,21.386569
12577,data/frames/train/train_thumb_12578.jpg,data/frames/train/train_thumb_12579.jpg,10.282362
10457,data/frames/train/train_thumb_10458.jpg,data/frames/train/train_thumb_10459.jpg,7.831734
5232,data/frames/train/train_thumb_5233.jpg,data/frames/train/train_thumb_5234.jpg,22.935802
18422,data/frames/train/train_thumb_18423.jpg,data/frames/train/train_thumb_18424.jpg,11.255931
2353,data/frames/train/train_thumb_2354.jpg,data/frames/train/train_thumb_2355.jpg,24.242526
12995,data/frames/train/train_thumb_12996.jpg,data/frames/train/train_thumb_12997.jpg,6.196893
17655,data/frames/train/train_thumb_17656.jpg,data/frames/train/train_thumb_17657.jpg,13.670562
2230,data/frames/train/train_thumb_2231.jpg,data/frames/train/train_thumb_2232.jpg,24.409193
16447,data/frames/train/train_thumb_16448.jpg,data/frames/train/train_thumb_16449.jpg,2.633812
6618,data/frames/train/train_thumb_6619.jpg,data/frames/train/train_thumb_6620.jpg,17.914144
11916,data/frames/train/train_thumb_11917.jpg,data/frames/train/train_thumb_11918.jpg,7.47658
9446,data/frames/train/train_thumb_9447.jpg,data/frames/train/train_thumb_9448.jpg,4.381605
12035,data/frames/train/train_thumb_12036.jpg,data/frames/train/train_thumb_12037.jpg,6.314887
9733,data/frames/train/train_thumb_9734.jpg,data/frames/train/train_thumb_9735.jpg,7.447112
6280,data/frames/train/train_thumb_6281.jpg,data/frames/train/train_thumb_6282.jpg,12.498369
11658,data/frames/train/train_thumb_11659.jpg,data/frames/train/train_thumb_11660.jpg,7.770239
9535,data/frames/train/train_thumb_9536.jpg,data/frames/train/train_thumb_9537.jpg,9.205473
15629,data/frames/train/train_thumb_15630.jpg,data/frames/train/train_thumb_15631.jpg,0.500082
1254,data/frames/train/train_thumb_1255.jpg,data/frames/train/train_thumb_1256.jpg,15.503547
5791,data/frames/train/train_thumb_5792.jpg,data/frames/train/train_thumb_5793.jpg,20.159053
9501,data/frames/train/train_thumb_9502.jpg,data/frames/train/train_thumb_9503.jpg,7.481832
3135,data/frames/train/train_thumb_3136.jpg,data/frames/train/train_thumb_3137.jpg,22.120592
1880,data/frames/train/train_thumb_1881.jpg,data/frames/train/train_thumb_1882.jpg,23.603419
3621,data/frames/train/train_thumb_3622.jpg,data/frames/train/train_thumb_3623.jpg,21.722441
4844,data/frames/train/train_thumb_4845.jpg,data/frames/train/train_thumb_4846.jpg,22.517203
16164,data/frames/train/train_thumb_16165.jpg,data/frames/train/train_thumb_16166.jpg,5.540737
4279,data/frames/train/train_thumb_4280.jpg,data/frames/train/train_thumb_4281.jpg,22.095365
